|title|description|url
124|"<span class=""myAdTitle"">Piękny widok z okna 49 m2 + 2 ŁAZIENKI+KOMÓRKA+GARAŻ =Właściciel !!!  </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;""><p><b>Sprzedam BEZPOŚREDNIO OD WŁAŚCICIELA NOWE mieszkanie 2 pokojowe w NOWEJ inwestycji: VILLA Wiślana - przy ul. </b><b>Mikołaja Trąby 2B (naprzeciwko ul. Aluzyjna) w Warszawie na Tarchominie </b><b>o łącznej powierzchni 48,56m2 w STANIE DEVELOPERSKIM<u>, </u>do własnej aranżacji.</b></p><p><b>Mieszkanie usytuowane jest na parterze.</b></p><p><b>PIĘKNY WIDOK - okna skierowane są na sad.</b></p><p><b>ZESTAWIENIE POWIERZCHNI:</b></p><p><b>1. Salo</b><b>n z aneksem kuchennym - 21,02m2</b></p><p><b>2.Sypialnia - 11,12 m2</b></p><p><b>3. Hall - 8,99 m2</b></p><p><b>4. Łazienka - 5,62m2</b></p><p><b>5. WC - 1,81 m2</b></p><p><b>6. Balkon 8,83 m2</b></p><p><b>ATUTEM MIESZKANIA JEST:</b></p><p><b>1) Wysokość pomieszczenia - 3,30 m - można zaaranżować antresole.</b></p><p><b>2) Oddzielna łazienka i WC - Wc można przerobić na </b><b>garderobę bądź pomieszczenie gospodarcze.</b></p><p><b>Osiedle MONITOROWANE, bezpieczne.</b></p><p><b>Jest winda.</b></p><p><b>Piękna, zielona okolica, niedaleko od Wisły, gdzie można się zrelaksować i odpocząć od miejskiego gwaru.</b> <b>Bardzo dobra komunikacja – 3 min spacerem do nowej pętli tramwajowej - 20 min. do Metra Młociny. </b><b>W okolicy znajduje się Galeria Północna oraz sklepy Lidl, Biedronka. W pobliżu znajdziemy również liczne: szkoły, przedszkola, placówki służby zdrowia, restauracje, siłownie, kluby fitness.</b></p><p><b>CENA MIESZKANIA 374 000 zł.</b></p><p><b>Miejsce garażowe + box (komórka) dodatkowo płatny 40 000 zł</b></p><p><b>OGŁOSZENIE POCHODZI BEZPOŚREDNIO OD WŁAŚCICIELA MIESZKANIA !!! - oszczędzasz 3% prowizji dla biura nieruchomości. Brak podatku PCC, kolejne 2%oszczędności - mieszkanie sprzedawane jako cesja umowy developerskiej.</b></p><p><b>W przypadku zainteresowania proszę o tel. 797 229 799</b></p></span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bialoleka/piekny-widok-z-okna-49-m2-%252B-2-lazienki%252Bkomorka%252Bgaraz-wlasciciel/1009010438920910473269709
125|"<span class=""myAdTitle"">Ekskluzywny apartament na Szczęśliwicach </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">BEZPOŚREDNIO OD DEWELOPERA, BEZ PODATKU PCC, 0% PROWIZJI 

 Zapraszamy Państwa do zapoznania się z naszą ofertą sprzedaży luksusowego apartamentu (segment PREMIUM) w kameralnym apartamentowcu w zielonym otoczeniu Ochoty - Szczęśliwic 
 
Posiadamy również inne apartamenty w tej inwestycji 

 
 ATUTY: 
 
- lokalizacja - bezpośrednia bliskość terenów zielonych 
- cicha i spokojna okolica 
- szybki dojazd do centrum 
- pełna infrastruktura w okolicy 
- możliwości aranżacyjne 
- ogródek lub b.duży taras 
 
 
Kameralne osiedle powstaje w spokojnej części Ochoty - na Szczęśliwicach; bardzo dobre miejsce na odpoczynek po aktywnym dniu, czy spacer. To doskonała propozycja dla wszystkich, którzy cenią sobie relaks w cichej i spokojnej okolicy, a jednocześnie chcą sprawnie dojechać do centrum. Jakość wykończenia budynku i architektura zadowoli najbardziej wymagających. 
 
 APARTAMENT: 
 
 A partament to przeszło 178,9m2 zaprojektowane z myślą o potrzebach przyszłych mieszkańców. Przestronne sypialnie, łazienki, pralnia, garderoba, duża kuchnia w aneksie, jadalnia i salon. Każdy apartament posiada na poziomie -1 garaż. Duże, aluminiowe okna i bardzo duży taras sprawiają, że jest to wyjątkowe miejsce do życia. 
 
 
 Informacje dodatkowe: 

 - termin oddania inwestycji - I Q 2021 
 
Cena całości apartamentu: 2 504 460 PLN 
 
Cena garażu: 40.000 PLN 
 
 
 
 Zapraszamy do kontaktu i na prezentacje 

 
 Premium Estates 

 Agent prowadzący: Maryla 

 tel: 570-400-282 

 e-mail: maryla@premium-estates.pl<br/><br/><i>Numer oferty w biurze: DKW-MS-82594</i><br/>Lokalizacja: Mazowieckie, Warszawa, Ochota, Szczęśliwice<br/><br/>Ogłoszenie dodane za pomocą Trimo.pro</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ochota/ekskluzywny-apartament-na-szczesliwicach/1009010940110911437600009
126|"<span class=""myAdTitle"">Nowa inwestycja na Bemowie w ok.Lazurowej </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">BEZPOŚREDNIO OD DEWELOPERA, BEZ PODATKU PCC, 0% PROWIZJI 

 Posiadamy również inne mieszkania w tej inwestycji 

 Zapraszamy Państwa do zapoznania się z naszą ofertą mieszkania w atrakcyjnym osiedlu na Bemowie. 
 
 
 Atuty: 
 
- zielona okolica 
- sprawny dojazd do centrum (wkrótce metro !) 
- pełna infrastruktura 
- zróżnicowana architektura inwestycji 
- pełna własność gruntu 
 
 LOKALIZACJA: 
 
 Łatwy dostęp do infrastruktury ułatwi codzienne funkcjonowanie mieszkańców. Doskonała komunikacja z głównymi trasami wylotowymi tj. trasa S8, S7 oraz droga E580, zapewnią szybki dojazd do pobliskich miejscowości oraz do centrum stolicy. Świetna komunikacja miejska. W niedalekiej perspektywie mieszkańcy będą mogli korzystać z najszybszego środka lokomocji jakim jest metro. 
- W bliskim sąsiedztwie planowana stacja II linii metra; 
- Dostęp do terenów zielonych i rekreacyjnych 
 
 OPIS INWESTYCJI: 
 
 Prezentowana inwestycja znajduje się na Bemowie. Nowoczesna inwestycja zlokalizowana w szybko rozwijającej się dzielnicy Warszawy. Osiedle posiada doskonałą komunikację z centrum miasta. W pobliżu znajduje się wiele sklepów i centrów handlowych, szkół, przedszkoli i ośrodków zdrowia. Amatorzy sportu pokochają tutejsze ścieżki rowerowe, parki oraz inne atrakcje związane ze zdrowym trybem życia . Inwestycję wyróżniać będą duże tarasy, balkony, a na parterach pokaźne ogródki. 
 
 
 MIESZKANIE: 
 
 Proponowany apartament - to atrakcyjne 3-pokojowe mieszkanie o pow. 53,93m2, świetnie doświetlone, z balkonem, usytuowane na p. II 4-piętrowego budynku. Osiedle monitorowane, z boku głównych ulic. 

 
 
 Termin realizacji: IQ 2022 
 
 Cena mieszkania: 532 100 PLN 

 

 Nie zwlekaj - ZADZWOŃ! 
POSIADAMY W NASZEJ BAZIE 7000 MIESZKAŃ. POMOŻEMY ZNALEŹĆ CI TWOJE! 
 
W celu poznania szczegółów lub innych ofert z tej inwestycji zapraszam do kontaktu: 
 
 Premium Estates 
Agent prowadzący: Maryla 
tel: 570-400-282 
 e-mail: maryla@premium-estates.pl<br/><br/><i>Numer oferty w biurze: DKW-MS-82590</i><br/>Lokalizacja: Mazowieckie, Warszawa, Bemowo<br/><br/>Ogłoszenie dodane za pomocą Trimo.pro</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bemowo/nowa-inwestycja-na-bemowie-w-ok-lazurowej/1009010925750911437600009
127|"<span class=""myAdTitle"">Nowa inwestycja na Bemowie w ok.Lazurowej </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">BEZPOŚREDNIO OD DEWELOPERA, BEZ PODATKU PCC, 0% PROWIZJI 

 Posiadamy również inne mieszkania w tej inwestycji 

 Zapraszamy Państwa do zapoznania się z naszą ofertą mieszkania w atrakcyjnym osiedlu na Bemowie. 
 
 
 Atuty: 
 
- zielona okolica 
- sprawny dojazd do centrum (wkrótce metro !) 
- pełna infrastruktura 
- zróżnicowana architektura inwestycji 
- pełna własność gruntu 
 
 LOKALIZACJA: 
 
 Łatwy dostęp do infrastruktury ułatwi codzienne funkcjonowanie mieszkańców. Doskonała komunikacja z głównymi trasami wylotowymi tj. trasa S8, S7 oraz droga E580, zapewnią szybki dojazd do pobliskich miejscowości oraz do centrum stolicy. Świetna komunikacja miejska. W niedalekiej perspektywie mieszkańcy będą mogli korzystać z najszybszego środka lokomocji jakim jest metro. 
- W bliskim sąsiedztwie planowana stacja II linii metra; 
- Dostęp do terenów zielonych i rekreacyjnych 
 
 OPIS INWESTYCJI: 
 
 Prezentowana inwestycja znajduje się na Bemowie. Nowoczesna inwestycja zlokalizowana w szybko rozwijającej się dzielnicy Warszawy. Osiedle posiada doskonałą komunikację z centrum miasta. W pobliżu znajduje się wiele sklepów i centrów handlowych, szkół, przedszkoli i ośrodków zdrowia. Amatorzy sportu pokochają tutejsze ścieżki rowerowe, parki oraz inne atrakcje związane ze zdrowym trybem życia . Inwestycję wyróżniać będą duże tarasy, balkony, a na parterach pokaźne ogródki. 
 
 
 MIESZKANIE: 
 
 Proponowany apartament - to atrakcyjne 3-pokojowe mieszkanie o pow. 76,6m2, z ogródkiem, świetnie doświetlone, z ogródkiem, usytuowane na parterze 4-piętrowego budynku. Osiedle monitorowane, z boku głównych ulic. 

 
 
 Termin realizacji: IQ 2022 
 
 Cena mieszkania: 716 300 PLN 

 

 Nie zwlekaj - ZADZWOŃ! 
POSIADAMY W NASZEJ BAZIE 7000 MIESZKAŃ. POMOŻEMY ZNALEŹĆ CI TWOJE! 
 
W celu poznania szczegółów lub innych ofert z tej inwestycji zapraszam do kontaktu: 
 
 Premium Estates 
Agent prowadzący: Maryla 
tel: 570-400-282 
 e-mail: maryla@premium-estates.pl<br/><br/><i>Numer oferty w biurze: DKW-MS-82589</i><br/>Lokalizacja: Mazowieckie, Warszawa, Bemowo<br/><br/>Ogłoszenie dodane za pomocą Trimo.pro</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bemowo/nowa-inwestycja-na-bemowie-w-ok-lazurowej/1009010940120911437600009
128|"<span class=""myAdTitle"">Apartamentowiec na Szczęśliwicach </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">BEZPOŚREDNIO OD DEWELOPERA, 0% PROWIZJI 
 
Posiadamy również inne mieszkania w tej inwestycji 
 
Zapraszamy Państwa do zapoznania się z naszą ofertą 
 
 
 Atuty: 
 
- doskonała lokalizacja, blisko centrum 
- spokojna okolica, tereny zielone 
- bogata infrastruktura komunikacyjna i handlowo-usługowa 
- funkcjonalne wnętrza, atrakcyjna i elegancka architektura 
- lokale usługowe na terenie osiedla 
- szybki dojazd do centrum i lotniska 
 
 Przestrzenie zostały starannie zaprojektowane z myślą o potrzebach singli jak i większych rodzin. Do dyspozycji przyszłych mieszkańców będą także podziemne i naziemne miejsca parkingowe. Dodatkowym atutem będą miejsca przystosowane do ładowania samochodów elektrycznych. 
 
Inwestycja znajduje się w niezwykle dynamicznie rozwijającej się dzielnicy Włochy, ul.Budki Szczęśliwickie. Dla osób ceniących bliskość zieleni i natury - bliskość parków będzie dodatkowym atutem, a także ciekawe rozwiązania architektoniczne, jak również dobry dojazd do innych dzielnic Warszawy (także do centrum i na lotnisko). 
 
Lokale na parterze posiadają własne ogródki, natomiast mieszkania na wyższych piętrach ustawne balkony. Mieszkania zostały rozplanowane z myślą o ergonomii i funkcjonalności wnętrz. Teren osiedla pięknie zagospodarowany, z licznymi alejkami i zielenią. W niewielkiej odległości można znaleźć wiele miejsc umożliwiających aktywny wypoczynek i uprawianie sportów. 
 
 
 Informacje dodatkowe: 
 
- miejsce parkingowe w garażu podziemnym 35 000 PLN 
- komórka lokatorska 18 000 PLN / m2 
- termin realizacji inwestycji: IV Q 2021 
 
 Cena mieszkania (62m2) 3- pok. z balkonem - 588 000 PLN 
 
 
 
 Zapraszamy do kontaktu i na prezentacje 
 Premium Estates 
 
 Agent prowadzący: Maryla 
 
 tel: 570-400-282 
 
 e-mail: maryla@premium-estates.pl<br/><br/><i>Numer oferty w biurze: DKW-MS-82584</i><br/>Lokalizacja: Mazowieckie, Warszawa, Włochy<br/><br/>Ogłoszenie dodane za pomocą Trimo.pro</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/wlochy/apartamentowiec-na-szczesliwicach/1009010937200911437600009
129|"<span class=""myAdTitle"">Apartamentowiec na Szczęśliwicach </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">BEZPOŚREDNIO OD DEWELOPERA, 0% PROWIZJI 
 
Posiadamy również inne mieszkania w tej inwestycji 
 
Zapraszamy Państwa do zapoznania się z naszą ofertą 
 
 
 Atuty: 
 
- doskonała lokalizacja, blisko centrum 
- spokojna okolica, tereny zielone 
- bogata infrastruktura komunikacyjna i handlowo-usługowa 
- funkcjonalne wnętrza, atrakcyjna i elegancka architektura 
- lokale usługowe na terenie osiedla 
- szybki dojazd do centrum i lotniska 
 
 Przestrzenie zostały starannie zaprojektowane z myślą o potrzebach singli jak i większych rodzin. Do dyspozycji przyszłych mieszkańców będą także podziemne i naziemne miejsca parkingowe. Dodatkowym atutem będą miejsca przystosowane do ładowania samochodów elektrycznych. 
 
Inwestycja znajduje się w niezwykle dynamicznie rozwijającej się dzielnicy Włochy, ul.Budki Szczęśliwickie. Dla osób ceniących bliskość zieleni i natury - bliskość parków będzie dodatkowym atutem, a także ciekawe rozwiązania architektoniczne, jak również dobry dojazd do innych dzielnic Warszawy (także do centrum i na lotnisko). 
 
Lokale na parterze posiadają własne ogródki, natomiast mieszkania na wyższych piętrach ustawne balkony. Mieszkania zostały rozplanowane z myślą o ergonomii i funkcjonalności wnętrz. Teren osiedla pięknie zagospodarowany, z licznymi alejkami i zielenią. W niewielkiej odległości można znaleźć wiele miejsc umożliwiających aktywny wypoczynek i uprawianie sportów. 
 
 
 Informacje dodatkowe: 
 
- miejsce parkingowe w garażu podziemnym 35 000 PLN 
- komórka lokatorska 18 000 PLN / m2 
- termin realizacji inwestycji: IV Q 2021 
 
 Cena mieszkania (68m2) 3- pok. z oddzielną kuchnią i ogródkiem - 625 000 PLN 
 
 
 
 Zapraszamy do kontaktu i na prezentacje 
 Premium Estates 
 
 Agent prowadzący: Maryla 
 
 tel: 570-400-282 
 
 e-mail: maryla@premium-estates.pl<br/><br/><i>Numer oferty w biurze: DKW-MS-82583</i><br/>Lokalizacja: Mazowieckie, Warszawa, Włochy<br/><br/>Ogłoszenie dodane za pomocą Trimo.pro</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/wlochy/apartamentowiec-na-szczesliwicach/1009010925780911437600009
130|"<span class=""myAdTitle"">N. etap inwestycji w Ursusie Płn- 2pok z ogródkiem </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">BEZPOŚREDNIO OD DEWELOPERA, 0% PROWIZJI 
 
Posiadamy również inne mieszkania w tej inwestycji 
 
Zapraszamy Państwa do zapoznania się z naszą ofertą 
 
 
 Atuty: 
 
- doskonała lokalizacja 
- teren chroniony 
- dynamiczny rozwój dzielnicy 
- bogata infrastruktura komunikacyjna i handlowo-usługowa 
- funkcjonalne wnętrza 
- lokale usługowe na terenie osiedla 
- stacja rowerów miejskich 
 
 OPIS INWESTYCJI: 
 
Jest to inwestycja na najwyższym poziomie. Budynki będą zaopatrzone w ekologiczne rozwiązania, jak multimedialne ławki ładujące, czy panele fotowoltaiczne. Mieszkania zostaną wyposażone w nowoczesne systemy technologiczne smart home, dzięki którym można zarządzać domem z każdego miejsca na Ziemi. 
Do użytku mieszkańców będzie również nowoczesna sala fitness oraz place zabaw dla najmłodszych. 
 
Inwestycja znajduje się w niezwykle dynamicznie rozwijającej się dzielnicy Ursus, niedaleko ul. Traktorzystów i Połczyńskiej. Dla osób ceniących bliskość zieleni i natury oraz ciekawe rozwiązania architektoniczne, jak również doskonałą lokalizację z dobrym dojazdem do innych dzielnic Warszawy. 
 
Lokale na parterze posiadają własne ogródki, natomiast mieszkania na wyższych piętrach balkony i tarasy. Mieszkania zostały rozplanowane z myślą o ergonomii i funkcjonalności wnętrz. Teren osiedla pięknie zagospodarowany, z licznymi alejkami i zielenią. W niewielkiej odległości można znaleźć wiele miejsc umożliwiających aktywny wypoczynek i uprawianie sportów. 
 
 
 Informacje dodatkowe: 
 
- miejsce parkingowe w garażu podziemnym 30 000 PLN 
- komórka lokatorska 10 000 PLN/m2 
- termin realizacji inwestycji IV kwartał 2022 
 
 Cena 2-pok. apartamentu 45,82m2 z oddzielną kuchnią na parterze z ogródkiem - 372 000 PLN 
 
 
 
Zapraszamy do kontaktu i na prezentacje 
Premium Estates 
 
Agent prowadzący: Maryla 
 
tel: 570-400-282 
 
e-mail: maryla@premium-estates.pl<br/><br/><i>Numer oferty w biurze: DKW-MS-82582</i><br/>Lokalizacja: Mazowieckie, Warszawa, Ursus<br/><br/>Ogłoszenie dodane za pomocą Trimo.pro</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ursus/n-etap-inwestycji-w-ursusie-pln+-2pok-z-ogrodkiem/1009010937210911437600009
131|"<span class=""myAdTitle"">Nowy etap inwestycji w Ursusie Płn - 3pok </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">BEZPOŚREDNIO OD DEWELOPERA, 0% PROWIZJI 
 
Posiadamy również inne mieszkania w tej inwestycji 
 
Zapraszamy Państwa do zapoznania się z naszą ofertą 
 
 
 Atuty: 
 
- doskonała lokalizacja 
- teren chroniony 
- dynamiczny rozwój dzielnicy 
- bogata infrastruktura komunikacyjna i handlowo-usługowa 
- funkcjonalne wnętrza 
- lokale usługowe na terenie osiedla 
- stacja rowerów miejskich 
 
 OPIS INWESTYCJI: 
 
Jest to inwestycja na najwyższym poziomie. Budynki będą zaopatrzone w ekologiczne rozwiązania, jak multimedialne ławki ładujące, czy panele fotowoltaiczne. Mieszkania zostaną wyposażone w nowoczesne systemy technologiczne smart home, dzięki którym można zarządzać domem z każdego miejsca na Ziemi. 
Do użytku mieszkańców będzie również nowoczesna sala fitness oraz place zabaw dla najmłodszych. 
 
Inwestycja znajduje się w niezwykle dynamicznie rozwijającej się dzielnicy Ursus, niedaleko ul. Traktorzystów i Połczyńskiej. Dla osób ceniących bliskość zieleni i natury oraz ciekawe rozwiązania architektoniczne, jak również doskonałą lokalizację z dobrym dojazdem do innych dzielnic Warszawy. 
 
Lokale na parterze posiadają własne ogródki, natomiast mieszkania na wyższych piętrach balkony i tarasy. Mieszkania zostały rozplanowane z myślą o ergonomii i funkcjonalności wnętrz. Teren osiedla pięknie zagospodarowany, z licznymi alejkami i zielenią. W niewielkiej odległości można znaleźć wiele miejsc umożliwiających aktywny wypoczynek i uprawianie sportów. 
 
 
 Informacje dodatkowe: 
 
- miejsce parkingowe w garażu podziemnym 30 000 PLN 
- komórka lokatorska 10 000 PLN/m2 
- termin realizacji inwestycji IV kwartał 2022 
 
 Cena 3-pok. apartamentu 63,7m2 na p.I z 2 balkonami i oddzielną kuchnią - 512 000 PLN 
 
 
 
Zapraszamy do kontaktu i na prezentacje 
Premium Estates 
 
Agent prowadzący: Maryla 
 
tel: 570-400-282 
 
e-mail: maryla@premium-estates.pl<br/><br/><i>Numer oferty w biurze: DKW-MS-82581</i><br/>Lokalizacja: Mazowieckie, Warszawa, Ursus<br/><br/>Ogłoszenie dodane za pomocą Trimo.pro</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ursus/nowy-etap-inwestycji-w-ursusie-pln-+-3pok/1009010929510911437600009
132|"<span class=""myAdTitle"">Nowy etap inwestycji w Ursusie Płn </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">BEZPOŚREDNIO OD DEWELOPERA, 0% PROWIZJI 
 
Posiadamy również inne mieszkania w tej inwestycji 
 
Zapraszamy Państwa do zapoznania się z naszą ofertą 
 
 
 Atuty: 
 
- doskonała lokalizacja 
- teren chroniony 
- dynamiczny rozwój dzielnicy 
- bogata infrastruktura komunikacyjna i handlowo-usługowa 
- funkcjonalne wnętrza 
- lokale usługowe na terenie osiedla 
- stacja rowerów miejskich 
 
 OPIS INWESTYCJI: 
 
Jest to inwestycja na najwyższym poziomie. Budynki będą zaopatrzone w ekologiczne rozwiązania, jak multimedialne ławki ładujące, czy panele fotowoltaiczne. Mieszkania zostaną wyposażone w nowoczesne systemy technologiczne smart home, dzięki którym można zarządzać domem z każdego miejsca na Ziemi. 
Do użytku mieszkańców będzie również nowoczesna sala fitness oraz place zabaw dla najmłodszych. 
 
Inwestycja znajduje się w niezwykle dynamicznie rozwijającej się dzielnicy Ursus, niedaleko ul. Traktorzystów i Połczyńskiej. Dla osób ceniących bliskość zieleni i natury oraz ciekawe rozwiązania architektoniczne, jak również doskonałą lokalizację z dobrym dojazdem do innych dzielnic Warszawy. 
 
Lokale na parterze posiadają własne ogródki, natomiast mieszkania na wyższych piętrach balkony i tarasy. Mieszkania zostały rozplanowane z myślą o ergonomii i funkcjonalności wnętrz. Teren osiedla pięknie zagospodarowany, z licznymi alejkami i zielenią. W niewielkiej odległości można znaleźć wiele miejsc umożliwiających aktywny wypoczynek i uprawianie sportów. 
 
 
 Informacje dodatkowe: 
 
- miejsce parkingowe w garażu podziemnym 30 000 PLN 
- komórka lokatorska 10 000 PLN/m2 
- termin realizacji inwestycji IV kwartał 2022 
 
 Cena 3-pok. apartamentu 66,21m2 na p.V z dużym balkonem i oddzielną kuchnią - 534 000 PLN 
 
 
 
Zapraszamy do kontaktu i na prezentacje 
Premium Estates 
 
Agent prowadzący: Maryla 
 
tel: 570-400-282 
 
e-mail: maryla@premium-estates.pl<br/><br/><i>Numer oferty w biurze: DKW-MS-82580</i><br/>Lokalizacja: Mazowieckie, Warszawa, Ursus<br/><br/>Ogłoszenie dodane za pomocą Trimo.pro</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ursus/nowy-etap-inwestycji-w-ursusie-pln/1009010940140911437600009
133|"<span class=""myAdTitle"">N.etap osiedla w Ursusie Płn-3pok z ogródkiem </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">BEZPOŚREDNIO OD DEWELOPERA, 0% PROWIZJI 
 
Posiadamy również inne mieszkania w tej inwestycji 
 
Zapraszamy Państwa do zapoznania się z naszą ofertą 
 
 
 Atuty: 
 
- doskonała lokalizacja 
- teren chroniony 
- dynamiczny rozwój dzielnicy 
- bogata infrastruktura komunikacyjna i handlowo-usługowa 
- funkcjonalne wnętrza 
- lokale usługowe na terenie osiedla 
- stacja rowerów miejskich 
 
 OPIS INWESTYCJI: 
 
Jest to inwestycja na najwyższym poziomie. Budynki będą zaopatrzone w ekologiczne rozwiązania, jak multimedialne ławki ładujące, czy panele fotowoltaiczne. Mieszkania zostaną wyposażone w nowoczesne systemy technologiczne smart home, dzięki którym można zarządzać domem z każdego miejsca na Ziemi. 
Do użytku mieszkańców będzie również nowoczesna sala fitness oraz place zabaw dla najmłodszych. 
 
Inwestycja znajduje się w niezwykle dynamicznie rozwijającej się dzielnicy Ursus, niedaleko ul. Traktorzystów i Połczyńskiej. Dla osób ceniących bliskość zieleni i natury oraz ciekawe rozwiązania architektoniczne, jak również doskonałą lokalizację z dobrym dojazdem do innych dzielnic Warszawy. 
 
Lokale na parterze posiadają własne ogródki, natomiast mieszkania na wyższych piętrach balkony i tarasy. Mieszkania zostały rozplanowane z myślą o ergonomii i funkcjonalności wnętrz. Teren osiedla pięknie zagospodarowany, z licznymi alejkami i zielenią. W niewielkiej odległości można znaleźć wiele miejsc umożliwiających aktywny wypoczynek i uprawianie sportów. 
 
 
 Informacje dodatkowe: 
 
- miejsce parkingowe w garażu podziemnym 30 000 PLN 
- komórka lokatorska 10 000 PLN/m2 
- termin realizacji inwestycji IV kwartał 2022 
 
 Cena 3-pok. apartamentu 59,34m2 na parterze z oddzielną kuchnią i ogródkiem - 479 000 PLN 
 
 
 
Zapraszamy do kontaktu i na prezentacje 
Premium Estates 
 
Agent prowadzący: Maryla 
 
tel: 570-400-282 
 
e-mail: maryla@premium-estates.pl<br/><br/><i>Numer oferty w biurze: DKW-MS-82579</i><br/>Lokalizacja: Mazowieckie, Warszawa, Ursus<br/><br/>Ogłoszenie dodane za pomocą Trimo.pro</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ursus/n-etap-osiedla-w-ursusie-pln+3pok-z-ogrodkiem/1009010940150911437600009
134|"<span class=""myAdTitle"">N.etap inwestycji w Ursusie Płn-3pok, oddz. kuchnia </span>"|"<div class=""description"" data-phone-mask=""false""><span class=""pre"" style=""font-family: inherit; white-space: pre-wrap;"">BEZPOŚREDNIO OD DEWELOPERA, 0% PROWIZJI 
 
Posiadamy również inne mieszkania w tej inwestycji 
 
Zapraszamy Państwa do zapoznania się z naszą ofertą 
 
 
 Atuty: 
 
- doskonała lokalizacja 
- teren chroniony 
- dynamiczny rozwój dzielnicy 
- bogata infrastruktura komunikacyjna i handlowo-usługowa 
- funkcjonalne wnętrza 
- lokale usługowe na terenie osiedla 
- stacja rowerów miejskich 
 
 OPIS INWESTYCJI: 
 
Jest to inwestycja na najwyższym poziomie. Budynki będą zaopatrzone w ekologiczne rozwiązania, jak multimedialne ławki ładujące, czy panele fotowoltaiczne. Mieszkania zostaną wyposażone w nowoczesne systemy technologiczne smart home, dzięki którym można zarządzać domem z każdego miejsca na Ziemi. 
Do użytku mieszkańców będzie również nowoczesna sala fitness oraz place zabaw dla najmłodszych. 
 
Inwestycja znajduje się w niezwykle dynamicznie rozwijającej się dzielnicy Ursus, niedaleko ul. Traktorzystów i Połczyńskiej. Dla osób ceniących bliskość zieleni i natury oraz ciekawe rozwiązania architektoniczne, jak również doskonałą lokalizację z dobrym dojazdem do innych dzielnic Warszawy. 
 
Lokale na parterze posiadają własne ogródki, natomiast mieszkania na wyższych piętrach balkony i tarasy. Mieszkania zostały rozplanowane z myślą o ergonomii i funkcjonalności wnętrz. Teren osiedla pięknie zagospodarowany, z licznymi alejkami i zielenią. W niewielkiej odległości można znaleźć wiele miejsc umożliwiających aktywny wypoczynek i uprawianie sportów. 
 
 
 Informacje dodatkowe: 
 
- miejsce parkingowe w garażu podziemnym 30 000 PLN 
- komórka lokatorska 10 000 PLN/m2 
- termin realizacji inwestycji IV kwartał 2022 
 
 Cena 3-pok. apartamentu 66,2m2 na p.VI z balkonem i oddzielną kuchnią - 502 000 PLN 
 
 
 
Zapraszamy do kontaktu i na prezentacje 
Premium Estates 
 
Agent prowadzący: Maryla 
 
tel: 570-400-282 
 
e-mail: maryla@premium-estates.pl<br/><br/><i>Numer oferty w biurze: DKW-MS-82578</i><br/>Lokalizacja: Mazowieckie, Warszawa, Ursus<br/><br/>Ogłoszenie dodane za pomocą Trimo.pro</span></div>"|https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ursus/n-etap-inwestycji-w-ursusie-pln+3pok-oddz-kuchnia/1009010929520911437600009
